"filename", "language", "JavaScript", "TypeScript", "HTML", "JSON with Comments", "JavaScript JSX", "Markdown", "PostCSS", "JSON", "Properties", "Gradle", "Batch", "YAML", "Java", "XML", "comment", "blank", "total"
"c:\Users\bemat\src\DrivingTracking\scripts\fit-calibration-labels.mjs", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\Users\bemat\src\DrivingTracking\scripts\generate-scoring-version.mjs", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\bemat\src\DrivingTracking\scripts\generate-technical-reference.mjs", "JavaScript", 1194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 1277
"c:\Users\bemat\src\DrivingTracking\scripts\patch-android-gradle.mjs", "JavaScript", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 75
"c:\Users\bemat\src\DrivingTracking\scripts\run-live-contracts.mjs", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\bemat\src\DrivingTracking\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50, 725
"c:\Users\bemat\src\DrivingTracking\src\api\__tests__\clientFallback.test.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\bemat\src\DrivingTracking\src\api\auth.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 36
"c:\Users\bemat\src\DrivingTracking\src\api\calibrationLabels.js", "JavaScript", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 286
"c:\Users\bemat\src\DrivingTracking\src\api\client.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 101
"c:\Users\bemat\src\DrivingTracking\src\api\trips.js", "JavaScript", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 131
"c:\Users\bemat\src\DrivingTracking\src\api\vehicles.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"c:\Users\bemat\src\DrivingTracking\src\assets.d.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\bemat\src\DrivingTracking\src\components\AppInteractionFeedback.jsx", "JavaScript JSX", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 124
"c:\Users\bemat\src\DrivingTracking\src\components\CalibrationStatusTag.jsx", "JavaScript JSX", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\bemat\src\DrivingTracking\src\components\DeferredRecharts.jsx", "JavaScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\bemat\src\DrivingTracking\src\components\EventBadge.jsx", "JavaScript JSX", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 79
"c:\Users\bemat\src\DrivingTracking\src\components\InlineLoadError.jsx", "JavaScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 27
"c:\Users\bemat\src\DrivingTracking\src\components\InlineRefreshBadge.jsx", "JavaScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\bemat\src\DrivingTracking\src\components\Layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 41, 790
"c:\Users\bemat\src\DrivingTracking\src\components\LegalNoticeDialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 344
"c:\Users\bemat\src\DrivingTracking\src\components\LiveCoachOverlay.jsx", "JavaScript JSX", 0, 0, 0, 0, 496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 526
"c:\Users\bemat\src\DrivingTracking\src\components\MapErrorBoundary.jsx", "JavaScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 79
"c:\Users\bemat\src\DrivingTracking\src\components\PageChrome.jsx", "JavaScript JSX", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 62
"c:\Users\bemat\src\DrivingTracking\src\components\PageLoadingSkeleton.jsx", "JavaScript JSX", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"c:\Users\bemat\src\DrivingTracking\src\components\PageSkeleton.jsx", "JavaScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 41
"c:\Users\bemat\src\DrivingTracking\src\components\PhoneUsePermissionBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 40
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumDrivingExposureCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 156
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumDrivingScoreCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 200
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumEventSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 115
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumMapControls.jsx", "JavaScript JSX", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 89
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumMapDiagnostics.jsx", "JavaScript JSX", 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 224
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumMapLayers.jsx", "JavaScript JSX", 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 237
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumPreTripPlanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 10, 293
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumReadyToDriveCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 201
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumScoreTipsCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 186
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumTotalsCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 20, 333
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumTripCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 5, 293
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumTripHistoryPanels.jsx", "JavaScript JSX", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 193
"c:\Users\bemat\src\DrivingTracking\src\components\PremiumWeeklyDriverGoals.jsx", "JavaScript JSX", 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 212
